Movie_Name,Genres,Cast,Original_Language,Vote_Average,Budget_USD
Dirty Angels,"['Action', 'Drama', 'Thriller', 'War']","['Eva Green', 'Maria Bakalova', 'Ruby Rose', 'Reza Brojerdi', 'Jojo T. Gibbs', 'Emily Bruni', 'Aziz Çapkurt', 'Rona-Lee Shimon', 'George Iskandar', 'Christopher Backus', 'May Kurtz', 'Edmund Kingsley', 'Shaya McCord', 'Vassilis Koukalani', 'Claudia Roldan', 'Laëtitia Eïdo', 'Mihalis Aerakis', 'Ahmad Sakhi']",['English'],4.3,$0
Love Island: All Stars,['Reality-TV'],"['Georgia Steel', 'Georgia Harrison', ""Casey O'Gorman"", 'Arabella Chi', 'Molly Smith', 'Chris Taylor', 'Callum Jones', 'Toby Aromolaran', 'Joshua Ritchie', 'Joanna Chimonides', 'Tom Clare', 'Sophie Piper', 'Eve Gale', 'Anton Danyluk', 'Joe Garratt', 'Jess Gale', 'Kaz Kamwi', 'Grace Jackson']",['Not_Found'],6.2,$0
Brothers,"['Action', 'Comedy', 'Crime']","['Josh Brolin', 'Peter Dinklage', 'Taylour Paige', 'M. Emmet Walsh', 'Jen Landon', 'Brendan Fraser', 'Glenn Close', 'Gralen Bryant Banks', 'Andrew Joseph Brodeur', 'Margo Moorer', 'Brooks Indergard', 'Jonathan Aidan Cockrell', 'Joshua Mikel', 'Pat Fisher', 'Nathan Hesse', 'Ted Ferguson', 'Taylor St. Clair', 'Alonzo Ward']",['English'],5.4,$0
Wizards Beyond Waverly Place,"['Comedy', 'Drama', 'Family', 'Fantasy']","['Janice LeAnn Brown', 'Alkaio Thiele', 'Max Matenko', 'Taylor Cora', 'Mimi Gianopulos', 'David Henrie', 'John DiMaggio', 'Dee Bradley Baker', 'Eleanor Sweeney', 'Patrick Bristow', 'Oscar Montoya', 'Sarrie Thompson', 'Selena Gomez', 'Kirsten Vangsness', 'David DeLuise', 'Darien Sills-Evans', 'Caroline Valencia', 'Camila Rodriguez']",['English'],6.4,$0
Beverly Hills Cop: Axel F,"['Action', 'Comedy', 'Crime', 'Thriller']","['Eddie Murphy', 'Joseph Gordon-Levitt', 'Taylour Paige', 'Judge Reinhold', 'John Ashton', 'Paul Reiser', 'Bronson Pinchot', 'Kevin Bacon', 'Jameison Walker II', 'Tony Jones', 'Ed Cali', 'Brandon Edward Butler', 'Kyle S. More', 'Kenneth Nance Jr.', 'Chuck McCollum', 'D.A. Obahor', 'Jon Lee Richardson', 'Bee-Be Smith']","['English', 'Spanish']",6.4,$150.0M
Homestead: The Series,['Action'],"['Bailey Chase', 'Sam Page', 'Kevin Lawson', 'Jesse Hutch', 'Olivia Sanabia', 'Kearran Giovanni', 'Tyler Lofton', 'Colby Strong', 'Emmanuel McCord', 'Georgie White', 'Jayson Orvis', 'Keith Campbell', 'Nick Denbeigh', 'Ambyr Reyes', 'Dawn Olivieri', 'Jill Wagner', 'Charles Esten', 'Ariel Llinas']",['Not_Found'],5.8,$0
Will & Harper,['Documentary'],"['Will Ferrell', 'Harper Steele', 'Tina Fey', 'Will Forte', 'Dana Garber', 'Eric Holcomb', 'Colin Jost', 'Tim Meadows', 'Seth Meyers', 'Lorne Michaels', 'Tracy Morgan', 'Paula Pell', 'Molly Shannon', 'Kristen Wiig', 'Darrell Hammond', 'Adrian Martinez', 'Rachel McAdams', 'Ryan Reynolds']",['English'],7.4,$0
English Teacher,['Comedy'],"['Brian Jordan Alvarez', 'Stephanie Koenig', 'Enrico Colantoni', 'Sean Patton', 'Carmen Christopher', 'Jordan Firstman', 'Savanna Gann', 'Langston Kerman', 'Aliyahs Interlude', 'Ben Bondurant', 'Mason Douglas', 'Scarlette Amber Hernandez', 'Matthew Smitley', 'Treylan Newton', 'Pablo Maldonado-Hernandez', 'Chris Riggi', 'Dave Z. Martin', 'Andrene Ward-Hammond']",['English'],7.4,$0
The Thicket,"['Crime', 'Drama', 'Western']","['Peter Dinklage', 'Juliette Lewis', 'Levon Hawke', 'Esme Creed-Miles', 'Gbenga Akinnagbe', 'Ned Dennehy', 'James Hetfield', 'Macon Blair', 'Arliss Howard', 'Leslie Grace', 'David Midthunder', 'Andrew Schulz', 'Ryan Robbins', 'Teach Grant', 'Derek Gilroy', 'Roger LeBlanc', 'Guy Sprung', 'Dusty Bews']",['English'],5.8,$0
MadS,"['Horror', 'Thriller']","['Lucille Guillaume', 'Laurie Pavy', 'Milton Riche', 'Lewkowski Yovel', 'Sasha Rudakova', 'Vincent Pasdermadjian', 'Jeremiah Bourgeois', 'Najim Zeghoudi', 'Valentine Goujon', 'Lyam Stiti', 'Guillaume Daar Aliabiev', 'Gabriel Picq', 'Sami Abed', 'Coriane Alcade', 'Aurélie Moreau', 'Jérémy Margallé', 'Benjamin Auer', 'Ahmed Bouaalaq']",['French'],6.4,$0
Joan,"['Crime', 'Drama']","['Sophie Turner', 'Frank Dillane', 'Mia Millichamp-Long', 'Gershwyn Eustache Jnr', 'Laura Aikman', 'Kirsty J. Curtis', 'Dorothy Atkinson', 'Caroline Faber', 'Alex Blake', 'Jack Greenlees', 'Ella Dunlop', 'Nick Blood', 'David Hemsted', 'Andrew Tiernan', 'Mason-Elijah Majeika', 'Caroline Harker', 'Mark Field', 'Gaby French']",['English'],6.7,$0
Survive,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","['Émilie Dequenne', 'Andreas Pietschmann', 'Lisa Delamar', 'Lucas Ebel', 'Arben Bajraktaraj', 'Olivier Ho Hio Hen', 'Stéphanie Guerin', 'Rida Ait Oufqir', 'Youssef El Hiaboui', 'Simon Rérolle', 'Ranger']","['French', 'English']",4.6,$0
Time Cut,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']","['Madison Bailey', 'Antonia Gentry', 'Michael Shanks', 'Griffin Gluck', 'Megan Best', 'Samuel Braun', 'Sydney Sabiston', ""Kataem O'Connor"", 'Rachael Crawford', 'David Lawrence Brown', 'Adam Hurtig', 'BJ Verot', 'Jordan Pettle', 'Graham Ashmore', 'Marina Stephenson Kerr', 'Mariam Bernstein', 'Robert Borges', 'Elena Howard-Scott']",['English'],5.0,$0
2073,"['Documentary', 'Thriller']","['Naomi Ackie', 'Samantha Morton', 'Hector Hewer']",['English'],5.1,$0
Spellbound,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","['Rachel Zegler', 'John Lithgow', 'Jenifer Lewis', 'Nathan Lane', 'Miguel Bernardeau', 'Giovanna Bush', 'Dennis Stowe', 'Dee Bradley Baker', 'Susan Fitzer', 'Nicole Kidman', 'Javier Bardem', 'Olga Merediz', 'Rich Moore', 'Tituss Burgess', 'John Ratzenberger', 'Vicky Jenson', 'Angela Grovey', 'Jessica Molaskey']",['English'],5.7,$0
Pani,"['Action', 'Crime']","['Joju George', 'Sagar Surya', 'Junaiz VP', 'Abhinaya', 'Bobby Kurian', 'Abhaya Hiranmayi', 'Sona Maria Abraham', 'Anoop Aryan', 'Bitto Davis', 'Rinosh George', 'Ramesh Girija', 'Jayashankar', 'Sarah Rose Joseph', 'Lanka Lakshmi', 'Ann Merlat', 'Babu Namboothiri', 'Alexander Prasanth', 'Seema']",['Malayalam'],6.9,$0
Apocalypse Z: The Beginning of the End,"['Action', 'Horror', 'Sci-Fi', 'Thriller']","['José María Yazpik', 'Iria del Río', 'Berta Vázquez', 'Francisco Ortiz', 'Benjamín Montes', 'Jesús Lloveras', 'Marta Poveda', 'Elena Seijo', 'Sergio Crespo', 'Beka Lemonjava', 'María Salgueiro', 'Oriol Ruiz', 'Ali Boulabiar', 'Ana García Molero', 'Albert Lesan', 'Amalia Gómez', 'Derrick Álvarez', 'Arántzazu Ruiz']","['Spanish', 'Ukrainian', 'Russian']",6.1,$0
Palm Royale,"['Comedy', 'Drama']","['Kristen Wiig', 'Ricky Martin', 'Josh Lucas', 'Leslie Bibb', 'Amber Chardae Robinson', 'Laura Dern', 'Allison Janney', 'Carol Burnett', 'Kaia Gerber', 'Julia Duffy', 'Claudia Ferri', 'Mindy Cohn', 'Dominic Burgess', 'Bellina Logan', 'Jordan Bridges', 'Jason Canela', 'Roberto Sanchez', 'Chrisanne Eastwood']",['English'],6.7,$0
Black Box Diaries,['Documentary'],['Shiori Itô'],"['English', 'Japanese']",7.5,$0
"Die, My Love","['Comedy', 'Horror']","['Jennifer Lawrence', 'Robert Pattinson', 'Nick Nolte', 'Sissy Spacek', 'LaKeith Stanfield', 'Sarah Lind', 'Phillip Forest Lewitski', 'Victor Zinck Jr.', 'Debs Howard', 'Luke Camilleri', 'Marcus Della Rosa', 'Tom Carey', 'Lori Bachynski', 'Saylor McPherson', 'Lydia Lau', 'Rory Edgar']",['English'],0.0,$0
The Day the Earth Blew Up: A Looney Tunes Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']","['Eric Bauza', 'Candi Milo', 'Peter MacNicol', 'Carlos Alazraqui', 'Kimberly Brooks', 'Peter Browngardt', 'Rachel Butera', 'Ruth Clampett', 'Keith Ferguson', 'Andrew Kishino', 'Nick Simotas', 'Wayne Knight', 'Laraine Newman', 'Fred Tatasciore']",['English'],7.0,$15.0M
Bonhoeffer: Pastor. Spy. Assassin.,"['Biography', 'Drama', 'History', 'Thriller']","['Jonas Dassler', 'Phileas Heyblom', 'August Diehl', 'David Jonsson', 'Flula Borg', 'Moritz Bleibtreu', 'Nadine Heidenreich', 'Greg Kolpakchi', 'William Robinson', 'Clarke Peters', 'James Flynn', 'Lisa Hofer', 'Simon Licht', 'Evan Hart', 'Mark Wingett', 'Vincent Franklin', 'Ingo Brosch', 'Patrick Mölleken']",['English'],6.3,$0
Lonely Planet,"['Drama', 'Romance']","['Laura Dern', 'Liam Hemsworth', 'Diana Silvers', 'Younès Boucif', 'Adriano Giannini', 'Rachida Brakni', 'Shosha Goren', 'Heeba Shah', 'Jean-Erns Marie-Louise', 'Gustav Dyekjær Giese', 'Michelle Greenidge', 'Francesco Martino', 'Tao Guo', 'Muhammad Abdullah Arabi', 'Yahya Et Tonia', 'Sami Fekkak', 'Naoufal Sabri', 'Halima Ouhamou']",['English'],5.7,$0
Soundtrack to a Coup d'Etat,"['Documentary', 'Music']","['Eva Gabor', 'Louis Armstrong', 'Malcolm X', 'Abbey Lincoln', 'Miles Davis', 'Nina Simone', 'Fidel Castro', 'Ella Fitzgerald', 'Duke Ellington', 'Dwight D. Eisenhower', 'John Coltrane', 'Mobutu Sese Seko', 'Patrice Lumumba', 'Nikita Khrushchev', 'Max Roach', 'Leonid Brezhnev', 'Adlai Stevenson', 'Dag Hammarskjöld']","['Dutch', 'English', 'Russian', 'French', 'Arabic']",7.8,$0
Until I Kill You,"['Crime', 'Drama']","['Anna Maxwell Martin', 'Shaun Evans', 'Amanda Wilkin', 'Kevin Doyle', 'Cory English', 'Clare Foster', 'Laura Morgan', 'Gerald Tyler', 'Lucy Thackeray', 'Azuka Oforka', 'Francine Morgan', 'Pinar Ögün', 'Steve Edge', 'Matthew Aubrey', 'William Brand', 'Ankur Sengupta', 'Sallie Harmsen', 'Pameli Benham']",['English'],7.4,$0
Atlas,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']","['Jennifer Lopez', 'Simu Liu', 'Sterling K. Brown', 'Gregory James Cohan', 'Abraham Popoola', 'Lana Parrilla', 'Mark Strong', 'Briella Guiza', 'Adia Smith-Eriksson', 'Logan Hunt', 'Jared Shimabukuro', 'Ashley J. Hicks', 'Paul Ganus', 'Zoe Boyle', 'Howland Wilson', 'Justin Walker White', 'Michelangelo Hyeon', 'Gloria Cole']",['English'],5.6,$0
Bring Them Down,"['Drama', 'Thriller']","['Christopher Abbott', 'Barry Keoghan', 'Colm Meaney', 'Nora-Jane Noone', 'Paul Ready', 'Aaron Heffernan', 'Susan Lynch', 'Adam Behan', 'Diarmuid de Faoite', 'Gail Fitzpatrick', 'Grace Daly', 'Eddie Drew']","['English', 'Irish Gaelic']",6.8,$0
The Trunk,"['Drama', 'Mystery', 'Romance']","['Seo Hyeon-jin', 'Gong Yoo', 'Jung Yun-Ha', 'Jo Yi-Gun', 'Kim Dong-won', 'Hong Woo-jin', 'Joo Min-Kyung', 'Uhm Ji-won', 'Kate Marley', 'Choi Young-joon', 'Jung Kyung-ho', 'Lee Jeong-eun', 'Cha Seung-won', 'Kim Roe-ha', 'Lee Ki-woo', 'Jeon Hye-Jin', 'Kim Ho-jung', 'Lee Jae-In']",['Korean'],7.0,$0
Incoming,['Comedy'],"['Mason Thames', 'Ramon Reed', 'Raphael Alejandro', 'Isabella Ferreira', 'Ali Gallo', 'Kaitlin Olson', 'Thomas Barbusca', 'Bardia Seiri', 'Kayvan Shai', 'Nolan Bateman', 'Eric Grooms', 'Loren Gray', 'Bobby Cannavale', 'Gattlin Griffith', 'Phillip M. Lawrence', 'Javion Allen', 'Steele Stebbins', 'Scott MacArthur']",['English'],5.8,$0
In a Violent Nature,"['Drama', 'Horror', 'Thriller']","['Ry Barrett', 'Andrea Pavlovic', 'Cameron Love', 'Reece Presley', 'Liam Leone', 'Charlotte Creaghan', 'Lea Rose Sebastianis', 'Sam Roulston', 'Alexander Oliver', 'Timothy Paul McCarthy', 'J T Jacobs', 'Casey Macdonald', 'Lauren-Marie Taylor', 'Matthew Ninaber', 'Matt Daciw', 'Richard Capotosto', 'Scott Marleau', 'Jeremy Ninaber']",['English'],5.6,$0
The End,"['Drama', 'Fantasy', 'Musical', 'Sci-Fi']","['Tilda Swinton', 'George MacKay', 'Moses Ingram', 'Michael Shannon', 'Bronagh Gallagher', 'Tim McInnerny', 'Lennie James', 'Danielle Ryan', ""Naomi O'Garro""]",['English'],5.5,$0
Tires,"['Action', 'Comedy']","['Shane Gillis', 'Steve Gerben', ""Chris O'Connor"", 'Kilah Fox', 'Stavros Halkias', 'Andrew Schulz', 'Tommy Pope', 'Anthony Moore', 'Snow Feng', 'Bob Senkewicz', 'Dave Johnson', 'Haining Luan', 'Charles Blyzniuk', 'Brooke Stacy Mills', 'Rachel Keefe', 'Victoria Harrington', 'Emely Cartagena', 'Francis Ellis']",['English'],7.3,$0
Touch,"['Drama', 'Romance']","['Egill Ólafsson', 'Kôki', 'Palmi Kormákur', 'Masahiro Motoki', 'Yôko Narahashi', 'Ruth Sheen', 'Masatoshi Nakamura', 'Meg Kubota', 'Tatsuya Tagawa', 'Charles Nishikawa', 'Siggi Ingvarsson', 'Starkaður Pétursson', 'Akshay Khanna', 'Kieran Buckeridge', 'Brandy Row', 'Benedikt Erlingsson', 'Maria Ellingsen', 'Eiji Mihara']","['English', 'Japanese', 'Icelandic']",7.4,$0
Boneyard,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Mel Gibson', '50 Cent', 'Brian Van Holt', 'Nora Zehetner', 'Weston Cage', 'Deena Bacon', 'Jeremy Angel', 'Courtney Akbar', 'Randall J. Bacon', 'Lilo Baier', 'Xavier Beloved', 'Sean Patrick Bryan', 'Camille Collard', 'Angelica DeChavez', 'James Di Giacomo', 'Kesia Elwin', 'Ramon Ford', 'Julie Garcia-Briceno']",['English'],4.1,$0
The Garfield Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['Chris Pratt', 'Samuel L. Jackson', 'Hannah Waddingham', 'Ving Rhames', 'Nicholas Hoult', 'Cecily Strong', 'Harvey Guillén', 'Brett Goldstein', 'Bowen Yang', 'Snoop Dogg', 'Janelle James', 'Angus Cloud', 'Jeff Foxworthy', 'Eugenia Caruso', 'Luke Cinque-White', 'Dev Joshi', 'Chana Keefer', 'Mark Keefer']",['English'],5.7,$60.0M
Critical Incident,"['Crime', 'Drama']","['Akshay Khanna', 'Zoë Boe', 'Roxie Mohebbi', 'Hunter Page-Lochard', 'Jackson Heywood', 'Jai Waetford', 'Simone Kessell', 'Erik Thomson', 'Zindzi Okenyo', 'Oliver Ackland', 'Aidan Gillett', 'Emily Martino', 'Nicholas Burton', 'Challito Browne', 'Akkshey Caplash', 'Amelia Stylianou', 'Jade A Potts', 'Reagan Swao']",['English'],6.4,$0
The Inheritance,"['Horror', 'Thriller']","['Bob Gunton', 'Peyton List', 'Briana Middleton', 'Rachel Nichols', 'Austin Stowell', 'David Walton', 'Reese Alexander', 'Keith Arbuthnot', 'Chris Wood', 'Brody Romhanyi']",['English'],4.7,$14.0M
The Silent Hour,"['Action', 'Crime', 'Thriller']","['Joel Kinnaman', 'Sandra Mae Frank', 'Mekhi Phifer', 'Mark Strong', 'Michael Eklund', 'Jonathan Koensgen', 'Matthew Camilleri', 'Anthony Grant', 'Chris Dingli', 'Djinda Kane', 'Marko Nikolic', 'Becky Camilleri', 'Katrina Lupi', 'Jamaal Grant', 'Anselmo DeSousa', 'Shane Rowe', 'Sean James Sutton', 'Mariolys Morales']",['English'],6.1,$0
Something in the Water,"['Adventure', 'Drama', 'Horror', 'Thriller']","['Hiftu Quasem', 'Natalie Mitson', 'Tashani Bent', 'India Jean-Jacques', 'Chloe Marshall', 'Laura Costa', 'Grace Franzl', 'Bryony Hamerton', 'Nicole Rieko Setsuko', 'Lauren Lyle', 'Ellouise Shakespeare-Hart', 'Gabriel Prevost-Takahashi', 'Clearco Giuria']",['English'],4.1,$0
Why Do You?,"['Drama', 'Romance', 'Thriller']","['Daniil Vorobyov', 'Angelina Zagrebina', 'Aleksandr Prost', 'Anastasiya Panina', 'Alla Yuganova', 'Yuriy Tsurilo', 'Vladimir Zherebtsov', 'Mariya Shorokhova', 'Anastasiya Spirina', 'Anastasiya Filippova', 'Karina Labovkina', 'Svyatoslava Sagunova', 'Anastasiya Sokolova', 'Mariya Yakimenko', 'Katarina Kachura', 'Dmitriy Podnozov', 'Elena Gordina', 'Pavel Fominenko']",['Russian'],5.4,$0
Harold and the Purple Crayon,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['Zachary Levi', 'Lil Rel Howery', 'Benjamin Bottani', 'Zooey Deschanel', 'Tanya Reynolds', 'Jemaine Clement', 'Alfred Molina', 'Pete Gardner', 'Camille Guaty', 'Ravi Patel', 'Zele Avradopoulos', 'Boston Pierce', 'Salathiel Murphy', 'Vartan', 'Brisco De Poalo', 'Lauren Halperin', 'Seth Zane', 'Catherine Davis']",['English'],5.7,$40.0M
Kalki 2898 AD,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']","['Prabhas', 'Amitabh Bachchan', 'Kamal Haasan', 'Deepika Padukone', 'Disha Patani', 'Keerthy Suresh', 'Anna Ben', 'Pasupathy', 'Saswata Chatterjee', 'S.S. Rajamouli', 'Faria Abdullah', 'Aishwarya', 'Andrei', 'Shifu Ash', 'Ashok', 'Sofia Ashraf', 'Asif', 'Krishnakumar Balasubramanian']",['Telugu'],7.0,$72.0M
Bagman,['Horror'],"['Sam Claflin', 'Antonia Thomas', 'Caréll Vincent Rhoden', 'Will Davis', 'Adelle Leonce', 'William Hope', 'Steven Cree', 'Rosalie Craig', 'Peter McDonald', 'Henry Pettigrew', 'Frankie Corio', 'Neil Linpow', 'Sharon D. Clarke', 'Ross Green', 'Matthew Stagg', 'Jordan Gubian', 'Aidan Igonifagha']",['English'],4.6,$14.5M
Orb: On the Movements of the Earth,"['Animation', 'Drama', 'History', 'Mystery', 'Sci-Fi']","['Kenjirô Tsuda', 'Katsuyuki Konishi', 'Yûichi Nakamura', 'Masafumi Kobatake', 'Saya Hitomi', 'Yôji Ueda', 'Satoshi Mikami', 'Junji Majima', 'Maaya Sakamoto', 'Yoshiyuki Shimozuma', 'Kazuya Saji', 'Hiromichi Tezuka', 'Show Hayami', 'Shûhei Sakaguchi', 'Hitoshi Bifu', 'Minoru Shiraishi', ""Shin'ya Fukumatsu"", 'Tomomichi Nishimura']",['Japanese'],8.3,$0
Unfrosted,"['Biography', 'Comedy', 'History']","['Isaac Bae', 'Jerry Seinfeld', 'Chris Rickett', 'Rachael Harris', 'Kue Lawrence', 'Catherine Last', 'Christian Slater', 'Jim Gaffigan', 'Hugh Grant', 'Nelson Franklin', 'Sarah Cooper', 'Kyle Mooney', 'Mikey Day', 'Drew Tarver', 'Patrick Warburton', 'Ken Narasaki', 'Amy Schumer', 'Max Greenfield']",['English'],5.5,$14.2M
Young Woman and the Sea,"['Biography', 'Drama', 'Romance', 'Sport']","['Daisy Ridley', 'Tilda Cobham-Hervey', 'Stephen Graham', 'Kim Bodnia', 'Jeanette Hain', 'Glenn Fleshler', 'Sian Clifford', 'Christopher Eccleston', 'Ethan Rouse', 'Olive Abercrombie', 'Lilly Aspell', 'Raphael J. Bishop', 'Alex Hassell', 'Alexander Karim', 'Sebastian Griegel', 'Doc Butler', 'Yordan Angelov', 'Robert Eades']",['English'],7.5,$0
Madam,['Comedy'],"['Rachel Griffiths', 'Ariana Osborne', 'Carmel McGlone', 'Johanna Cosgrove', 'Moana Johnson', 'Gemma-Jayde Naidoo', 'Rima Te Wiata', 'Robbie Magasiva', 'Florence Hartigan', 'Angus Stevens', 'Danielle Cormack', 'Lyncia Muller', 'Eden Hart', 'Quinn Ashton', 'Martin Henderson', 'Kura Forrester', 'Donna Brookbanks', 'Barnie Duncan']",['English'],6.4,$0
The Road Trip,"['Comedy', 'Drama', 'Romance']","['Emma Appleton', 'Laurie Davidson', 'David Jonsson', 'Isabella Laughland', 'Angus Imrie', 'Dinita Gohil', 'Karan Gill', 'Gloria Obianyo', 'Hannah Dodd', 'Adrian Lukis', 'Michael Wallace', 'Isobel Akuwudike', 'Andrea Gatchalian', 'Ainara Elejalde', 'Fran Calvo', 'Adrià Escudero', 'Luke Garner-Greene', 'Andre Lecointe-Gayle']",['English'],6.5,$0
Beacon,['Thriller'],"['Demián Bichir', 'Julia Goldani Telles']",['English'],5.7,$0
Milk & Serial,"['Horror', 'Thriller']","['Curry Barker', 'Cooper Tomlinson', 'Adlih Alvarado', 'Jonnathon Cripple', 'Andy Dubitsky', 'Gloria Karel', 'Sterling L. Pope', 'Paul Santoli', 'John Simmonds', 'Tristan Welsh']",['English'],6.6,$800
Between Borders,['Drama'],"['Elizabeth Mitchell', 'Patrick Sabongui', 'Ana Ularu', 'Elizabeth Tabish', 'Michael Paul Chan', 'Gabriel Spahiu', 'Stelio Savante', 'Adrian Titieni', 'Stan Mayer', 'Florin Penișoară', 'Adrian Paduraru', 'Mihaela Teleoaca', 'Jude S. Walko', 'George Remes', 'Tania Filip', 'Natalia Badea', 'Mirela Nicolau', 'Sandu Mihai Gruia']",['English'],7.9,$0
The Secret Lives of Mormon Wives,['Reality-TV'],"['Whitney Leavitt', 'Mikayla Mathews', 'Jennifer Affleck', 'Taylor Frankie Paul', 'Mayci Neeley', 'Layla Wessel', 'Jessi Ngatikaura', 'Demi Engemann', 'Brent Geisler']",['English'],5.3,$0
Monster Summer,"['Adventure', 'Fantasy', 'Mystery']","['Mel Gibson', 'Mason Thames', 'Julian Lerner', 'Abby James Witherspoon', 'Noah Cottrell', 'Nora Zehetner', 'Lorraine Bracco', 'Emma Fasano', 'Spencer Fitzgerald', 'Patrick Renna', 'Ashley Rae Trisler', 'Gavin Bedell', 'Gary Weeks', 'Bobbi Baker', 'Kelly Collins Lintz', 'Nico Tirozzi', 'Lilah Pate', 'Abrielle Josephine Cincotti']",['English'],5.7,$0
The Decameron,"['Comedy', 'Drama', 'History']","['Amar Chadha-Patel', 'Leila Farzad', 'Lou Gala', 'Karan Gill', 'Tony Hale', 'Saoirse-Monica Jackson', 'Zosia Mamet', 'Douggie McMeekin', 'Jessica Plummer', 'Tanya Reynolds', 'Alfredo Pea', 'Giampiero De Concilio', 'Aston Wray', 'Dustin Demri-Burns', 'Enrico Nobili', 'Sun Hee You', 'Roberta Mengozzi', 'Alioune Badiane']",['English'],6.4,$0
Greedy People,"['Comedy', 'Crime']","['Himesh Patel', 'Joseph Gordon-Levitt', 'Lily James', 'Uzo Aduba', 'Tim Blake Nelson', 'Simon Rex', 'Nina Arianda', 'Jim Gaffigan', 'José María Yazpik', 'Joey Lauren Adams', 'Neva Howell', 'Thunderbird Dinwiddie', 'Yingling Zhu', 'Traci Lords', 'Michael Harding', 'Khetphet Phagnasay', 'Fracaswell Hyman', 'Kevin M. Brennan']",['English'],6.2,$0
Fight Night: The Million Dollar Heist,"['Action', 'Crime', 'Drama']","['Kevin Hart', 'Taraji P. Henson', 'Don Cheadle', 'Samuel L. Jackson', 'Terrence Howard', 'Myles Bullock', 'Sinqua Walls', 'Michael James Shaw', 'Jalyn Hall', 'Artrece Johnson', 'David Banner', 'Jeff Sprauve', 'Jayson Warner Smith', 'Teresa Celeste', 'Ben VanderMey', 'Melvin Gregg', 'Clifton Powell', 'Atkins Estimond']",['English'],7.4,$0
The Brothers Sun,"['Action', 'Comedy', 'Drama']","['Michelle Yeoh', 'Justin Chien', 'Sam Song Li', 'Joon Lee', 'Highdee Kuan', 'Alice Hewkin', 'Jenny Yang', 'Madison Hu', 'Rodney To', 'Johnny Kou', 'Zhan Wang', 'Yan Cui', 'Alexis Rhee', 'Ginny Hu Chien', 'Toy Lei', 'Jon Xue Zhang', 'Ron Yuan', 'Jay Renshaw']","['English', 'Chinese']",7.5,$0
All for One,['Adventure'],"['Oulaya Amamra', 'Sabrina Ouazani', 'Déborah Lukumuena', 'Daphné Patakia', 'Georgina Amorós', 'Kacey Mottet Klein', 'Némo Schiffman', 'Martin Karmann', 'Salomé Villiers', 'Maryne Cayon', 'Damien Escudier', 'Pierre Philippe', 'Benjamin Combettes', 'Eric Wagner', 'Jaime Sanabra', 'Nicolas Pichot', 'Frédéric Sanabra', 'Pauline Sagetat']","['French', 'Spanish']",1.3,$11.6M
The Darkness,['Mystery'],"['Árni Lárusson', 'Þorsteinn Bachmann', 'Thorvaldur Kristjansson', 'Björn Hlynur Haraldsson', 'Álfrún Laufeyjardóttir', 'Páll Sigþór Pálsson', 'Sólveig Guðmundsdóttir', 'Douglas Henshall', 'Thea Snæfríður Kristjánsdóttir', 'Felix Bergsson', 'Magnús Ragnarsson', 'Andrean Sigurgeirsson', 'Halldóra Geirharðsdóttir', 'Bergur Þór Ingólfsson', 'Jördis Richter', 'Sara Dögg Ásgeirsdóttir', 'Lena Olin', 'Tora Hallström']",['English'],6.0,$0
Moonflower Murders,"['Crime', 'Drama', 'Mystery']","['Lesley Manville', 'Will Tudor', 'Adrian Rawlins', 'Tim McMullan', 'Daniel Mays', 'Alexandros Logothetis', 'Joanna Bacon', 'Thomas Coombes', 'Pooky Quesnel', 'Conleth Hill', 'Rosalie Craig', 'Pippa Bennett-Warner', 'Wade Briggs', 'Mark Gatiss', 'Rupert Evans', 'Amy Griffiths', 'Liam Garrigan', 'Kostis Daskalakis']",['English'],7.4,$0
Never Let Go,"['Horror', 'Thriller']","['Halle Berry', 'Percy Daggs IV', 'Anthony B. Jenkins', 'William Catlett', 'Kathryn Kirkpatrick', 'Georges Gracieuse', 'Matthew Kevin Anderson', 'Cadence Compton', 'Christin Park', 'Stephanie Lavigne', 'Mila Morgan', 'Adrien Morot', 'Kathy Tse', 'Michael Fields', 'Brass']",['English'],5.4,$25.0M
Descendants: The Rise of Red,"['Action', 'Adventure', 'Family', 'Fantasy', 'Music', 'Musical']","['Kylie Cantrall', 'Malia Baker', 'Dara Reneé', 'Ruby Rose Turner', 'Morgan Dudley', 'Melanie Paxson', 'Joshua Colley', 'Julee Cerda', 'Leonardo Nam', 'Paolo Montalban', 'Jeremy Swift', 'China Anne McClain', 'Rita Ora', 'Brandy Norwood', 'Anthony Pyatt', 'Peder Lindell', 'Mars', 'Sam Morelos']",['English'],4.7,$0
